epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,16796,0.41372,0.28452,0.88303,0.98315,0.97326,0.9937,0.97473,0.29922,0.23412,0.81752,0.00077975,0.00077975,0.00077975
116,16942,0.41467,0.2912,0.89,0.98191,0.98699,0.99408,0.9706,0.30072,0.22755,0.81893,0.000775625,0.000775625,0.000775625
117,17087.9,0.42682,0.30222,0.89001,0.98304,0.99324,0.99368,0.96627,0.29113,0.23023,0.81504,0.0007715,0.0007715,0.0007715
118,17233.9,0.42849,0.29164,0.89659,0.971,0.98649,0.99408,0.96212,0.30519,0.22259,0.82093,0.000767375,0.000767375,0.000767375
119,17379.8,0.4332,0.29302,0.89657,0.98345,0.97249,0.99408,0.96827,0.30131,0.23519,0.81831,0.00076325,0.00076325,0.00076325
120,17525.8,0.42451,0.28752,0.89622,0.98755,0.97776,0.99461,0.97216,0.28795,0.2191,0.81544,0.000759125,0.000759125,0.000759125
121,17671.8,0.42695,0.2867,0.88746,0.98071,0.98649,0.99474,0.97403,0.30106,0.23195,0.81907,0.000755,0.000755,0.000755
122,17817.8,0.42223,0.28755,0.88559,0.98508,0.99535,0.99421,0.9727,0.2872,0.21459,0.81259,0.000750875,0.000750875,0.000750875
123,17963.8,0.41066,0.28032,0.87756,0.97232,0.98808,0.99428,0.97356,0.28736,0.2184,0.81274,0.00074675,0.00074675,0.00074675
124,18109.8,0.41018,0.28024,0.88386,0.97941,0.98649,0.99309,0.97331,0.2857,0.21774,0.81438,0.000742625,0.000742625,0.000742625
125,18255.8,0.41473,0.28345,0.88532,0.98198,0.99087,0.99449,0.97339,0.27372,0.20921,0.80792,0.0007385,0.0007385,0.0007385
126,18401.8,0.41505,0.27899,0.88301,0.98644,0.9766,0.99454,0.97009,0.29672,0.22163,0.81853,0.000734375,0.000734375,0.000734375
127,18547.7,0.40587,0.2698,0.87908,0.97737,0.98749,0.9944,0.9712,0.29462,0.22159,0.81814,0.00073025,0.00073025,0.00073025
128,18693.7,0.40912,0.27722,0.88247,0.98871,0.99324,0.99368,0.97208,0.28199,0.2179,0.81363,0.000726125,0.000726125,0.000726125
129,18839.7,0.4119,0.27659,0.88783,0.98571,0.98817,0.99409,0.97431,0.28834,0.22698,0.81606,0.000722,0.000722,0.000722
130,18985.7,0.40433,0.27724,0.87991,0.98686,0.9926,0.99434,0.97552,0.26748,0.20745,0.80852,0.000717875,0.000717875,0.000717875
131,19131.7,0.39894,0.27612,0.88048,0.98384,0.98955,0.99389,0.97065,0.27768,0.21377,0.81057,0.00071375,0.00071375,0.00071375
132,19277.6,0.39563,0.27623,0.87633,0.98018,0.99324,0.99448,0.9809,0.26499,0.21248,0.80937,0.000709625,0.000709625,0.000709625
133,19423.8,0.40108,0.27581,0.88377,0.98365,0.99187,0.99281,0.96657,0.28785,0.21061,0.81739,0.0007055,0.0007055,0.0007055
134,19569.8,0.39799,0.27243,0.87675,0.97728,0.99519,0.99454,0.96945,0.28081,0.21621,0.81374,0.000701375,0.000701375,0.000701375
135,19715.8,0.39347,0.2767,0.88083,0.97998,0.99009,0.9929,0.97597,0.27259,0.21126,0.80616,0.00069725,0.00069725,0.00069725
136,19861.9,0.40352,0.27984,0.88175,0.98508,0.98974,0.99414,0.96493,0.29974,0.20777,0.81746,0.000693125,0.000693125,0.000693125
137,20007.9,0.40509,0.27251,0.87631,0.98177,0.99174,0.99448,0.96928,0.2811,0.21292,0.8153,0.000689,0.000689,0.000689
138,20153.9,0.39197,0.26942,0.8762,0.98171,0.99654,0.99473,0.97799,0.27202,0.21065,0.81054,0.000684875,0.000684875,0.000684875
